Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2018-02-02,1127.42,1131.3,1111.17,1119.2,5798880.0,0.0,1.0,1127.42,1131.3,1111.17,1119.2,5798880.0
2018-02-05,1100.61,1114.99,1056.74,1068.76,3742469.0,0.0,1.0,1100.61,1114.99,1056.74,1068.76,3742469.0
2018-02-06,1033.98,1087.38,1030.01,1084.43,3732527.0,0.0,1.0,1033.98,1087.38,1030.01,1084.43,3732527.0
2018-02-07,1084.97,1086.53,1054.62,1055.41,2544683.0,0.0,1.0,1084.97,1086.53,1054.62,1055.41,2544683.0
2018-02-08,1059.87,1063.93,1005.12,1005.6,3067173.0,0.0,1.0,1059.87,1063.93,1005.12,1005.6,3067173.0
2018-02-09,1025.88,1051.72,997.0,1043.43,4436032.0,0.0,1.0,1025.88,1051.72,997.0,1043.43,4436032.0
2018-02-12,1056.67,1065.57,1045.49,1054.56,2796258.0,0.0,1.0,1056.67,1065.57,1045.49,1054.56,2796258.0
2018-02-13,1050.0,1061.22,1046.92,1054.14,1574121.0,0.0,1.0,1050.0,1061.22,1046.92,1054.14,1574121.0
2018-02-14,1054.32,1075.47,1049.8,1072.7,2029979.0,0.0,1.0,1054.32,1075.47,1049.8,1072.7,2029979.0
2018-02-15,1083.45,1094.1,1067.23,1091.36,1806206.0,0.0,1.0,1083.45,1094.1,1067.23,1091.36,1806206.0
2018-02-16,1093.38,1108.31,1091.55,1095.5,1971928.0,0.0,1.0,1093.38,1108.31,1091.55,1095.5,1971928.0
2018-02-20,1092.76,1116.29,1090.0,1103.59,1646405.0,0.0,1.0,1092.76,1116.29,1090.0,1103.59,1646405.0
2018-02-21,1109.1,1136.2,1107.51,1113.75,2024534.0,0.0,1.0,1109.1,1136.2,1107.51,1113.75,2024534.0
2018-02-22,1119.17,1125.46,1105.15,1109.9,1386115.0,0.0,1.0,1119.17,1125.46,1105.15,1109.9,1386115.0
2018-02-23,1118.66,1129.0,1108.44,1128.09,1234539.0,0.0,1.0,1118.66,1129.0,1108.44,1128.09,1234539.0
2018-02-26,1131.86,1144.2,1129.34,1143.7,1489118.0,0.0,1.0,1131.86,1144.2,1129.34,1143.7,1489118.0
2018-02-27,1143.7,1144.25,1116.79,1117.51,2094863.0,0.0,1.0,1143.7,1144.25,1116.79,1117.51,2094863.0
2018-02-28,1122.0,1127.65,1103.0,1103.92,2431023.0,0.0,1.0,1122.0,1127.65,1103.0,1103.92,2431023.0
2018-03-01,1109.54,1111.27,1067.29,1071.41,2766856.0,0.0,1.0,1109.54,1111.27,1067.29,1071.41,2766856.0
2018-03-02,1057.98,1086.89,1050.11,1084.14,2508145.0,0.0,1.0,1057.98,1086.89,1050.11,1084.14,2508145.0
2018-03-05,1078.13,1101.18,1072.27,1094.76,1432369.0,0.0,1.0,1078.13,1101.18,1072.27,1094.76,1432369.0
2018-03-06,1102.1,1105.63,1094.5,1100.9,1169068.0,0.0,1.0,1102.1,1105.63,1094.5,1100.9,1169068.0
2018-03-07,1092.82,1116.2,1089.91,1115.04,1537429.0,0.0,1.0,1092.82,1116.2,1089.91,1115.04,1537429.0
2018-03-08,1117.2,1131.44,1117.2,1129.38,1510478.0,0.0,1.0,1117.2,1131.44,1117.2,1129.38,1510478.0
2018-03-09,1139.5,1161.0,1134.29,1160.84,2070174.0,0.0,1.0,1139.5,1161.0,1134.29,1160.84,2070174.0
2018-03-12,1165.05,1178.16,1159.2,1165.93,2129297.0,0.0,1.0,1165.05,1178.16,1159.2,1165.93,2129297.0
2018-03-13,1171.83,1178.0,1134.57,1139.91,2129435.0,0.0,1.0,1171.83,1178.0,1134.57,1139.91,2129435.0
2018-03-14,1145.8,1159.76,1142.35,1148.89,2033697.0,0.0,1.0,1145.8,1159.76,1142.35,1148.89,2033697.0
2018-03-15,1149.57,1162.5,1135.66,1150.61,1623868.0,0.0,1.0,1149.57,1162.5,1135.66,1150.61,1623868.0
2018-03-16,1155.35,1156.81,1131.36,1134.42,2654602.0,0.0,1.0,1155.35,1156.81,1131.36,1134.42,2654602.0
2018-03-19,1117.76,1119.37,1088.92,1100.07,3076349.0,0.0,1.0,1117.76,1119.37,1088.92,1100.07,3076349.0
2018-03-20,1098.4,1105.55,1082.42,1095.8,2709310.0,0.0,1.0,1098.4,1105.55,1082.42,1095.8,2709310.0
2018-03-21,1092.57,1108.7,1087.21,1094.0,1990515.0,0.0,1.0,1092.57,1108.7,1087.21,1094.0,1990515.0
2018-03-22,1080.01,1083.92,1049.64,1053.15,3418154.0,0.0,1.0,1080.01,1083.92,1049.64,1053.15,3418154.0
2018-03-23,1051.37,1066.78,1024.87,1026.55,2413517.0,0.0,1.0,1051.37,1066.78,1024.87,1026.55,2413517.0
2018-03-26,1050.6,1059.27,1010.58,1054.09,3272409.0,0.0,1.0,1050.6,1059.27,1010.58,1054.09,3272409.0
2018-03-27,1063.9,1064.54,997.62,1006.94,2940957.0,0.0,1.0,1063.9,1064.54,997.62,1006.94,2940957.0
